Index 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
4 0.29548788070679 0.29593420028687 0.29552483558655 0.29403805732727 0.29680204391479 0.29704689979553 0.29557180404663 0.29608106613159 0.29760599136353 0.29695391654968 0.29588413238525 0.29493093490601 0.29622197151184 0.29777479171753 0.29594397544861 0.29414010047913 0.29540109634399 0.29476499557495 0.30049180984497 0.29618000984192 0.29538702964783 0.29628801345825 0.29496812820435 0.29470586776733 0.29731297492981 0.29508709907532 0.29605102539062 0.29272699356079 0.2973358631134 0.30063104629517
5 0.29559707641602 0.29540991783142 0.30047297477722 0.29726004600525 0.29472398757935 0.29892301559448 0.29604983329773 0.29866504669189 0.29755878448486 0.29536986351013 0.29587483406067 0.29806184768677 0.2952721118927 0.29880285263062 0.29554009437561 0.29369497299194 0.29925394058228 0.29709792137146 0.29700613021851 0.29597902297974 0.29523801803589 0.29399991035461 0.2996551990509 0.29679608345032 0.29784202575684 0.29699611663818 0.29960823059082 0.29651522636414 0.29448795318604 0.29959797859192
6 0.30135107040405 0.29826593399048 0.29700994491577 0.29860186576843 0.29550290107727 0.29856491088867 0.29886293411255 0.29790115356445 0.29592299461365 0.29565215110779 0.29823899269104 0.29778504371643 0.29483008384705 0.29609394073486 0.30186986923218 0.30250692367554 0.30096697807312 0.30154991149902 0.30053806304932 0.29874086380005 0.29917097091675 0.2975161075592 0.29572200775146 0.29881000518799 0.29919004440308 0.29990601539612 0.30117702484131 0.29850292205811 0.29771685600281 0.29886794090271
7 0.32286095619202 0.32729482650757 0.32262086868286 0.32889986038208 0.32589983940125 0.32838201522827 0.32360005378723 0.32639002799988 0.32688879966736 0.32459592819214 0.32348084449768 0.32644391059875 0.32230305671692 0.32943797111511 0.32162404060364 0.3256618976593 0.32592606544495 0.32424283027649 0.32408094406128 0.32607698440552 0.32220506668091 0.32404685020447 0.32876205444336 0.31945300102234 0.32205200195312 0.32443499565125 0.32214784622192 0.32521104812622 0.32473206520081 0.32425403594971
8 0.32684993743896 0.3261981010437 0.32391309738159 0.33000707626343 0.32357001304626 0.32676100730896 0.32281303405762 0.32605218887329 0.32574892044067 0.32885599136353 0.32465291023254 0.3280131816864 0.32591390609741 0.33293294906616 0.33506894111633 0.32470107078552 0.32673120498657 0.32875800132751 0.3282310962677 0.33014798164368 0.32420301437378 0.32543587684631 0.32685685157776 0.33252882957458 0.32982397079468 0.32481098175049 0.32757306098938 0.33187699317932 0.32540702819824 0.3294939994812
9 0.32864093780518 0.33336210250854 0.32841610908508 0.33260607719421 0.32988691329956 0.32706689834595 0.330402135849 0.33148384094238 0.32791113853455 0.32862091064453 0.33207488059998 0.32578110694885 0.3327100276947 0.33200287818909 0.33004903793335 0.33118391036987 0.32974410057068 0.33013796806335 0.33164620399475 0.33101391792297 0.33033990859985 0.32765412330627 0.33273220062256 0.32943201065063 0.32805299758911 0.32908487319946 0.33043503761292 0.3284649848938 0.33023905754089 0.33112597465515
10 0.37214398384094 0.38353514671326 0.37915992736816 0.37328386306763 0.36305403709412 0.36396598815918 0.38069009780884 0.36460399627686 0.37877893447876 0.37591409683228 0.37473297119141 0.36872005462646 0.3903169631958 0.36692786216736 0.36877703666687 0.37075901031494 0.37924218177795 0.35607004165649 0.37462496757507 0.37645101547241 0.36604380607605 0.37420511245728 0.36857795715332 0.37491297721863 0.36986303329468 0.36925482749939 0.36406803131104 0.38131594657898 0.35750603675842 0.3565890789032
11 0.37501406669617 0.36592507362366 0.36334300041199 0.37943601608276 0.36931419372559 0.36688995361328 0.3591890335083 0.36809706687927 0.36321520805359 0.37739109992981 0.37059092521667 0.37794303894043 0.38531708717346 0.36700987815857 0.37312507629395 0.37151217460632 0.39274597167969 0.37450194358826 0.36713790893555 0.37329292297363 0.38464903831482 0.37700700759888 0.36406803131104 0.38779711723328 0.37138891220093 0.37720704078674 0.37546396255493 0.37176012992859 0.39773201942444 0.37576985359192
12 0.37514996528625 0.383544921875 0.37422895431519 0.36903715133667 0.38959407806396 0.37432599067688 0.38225984573364 0.38455009460449 0.37873387336731 0.37938690185547 0.37406706809998 0.37442421913147 0.37560200691223 0.38720107078552 0.38011908531189 0.38056302070618 0.40501999855042 0.37800002098083 0.3865921497345 0.37248682975769 0.3839750289917 0.39903593063354 0.38512206077576 0.37821102142334 0.37195086479187 0.37811303138733 0.38381814956665 0.38174295425415 0.38209295272827 0.3692090511322
13 0.37816905975342 0.36720991134644 0.39858102798462 0.37822699546814 0.3912718296051 0.37587809562683 0.3910059928894 0.37396001815796 0.37106990814209 0.37552499771118 0.37906098365784 0.37449979782104 0.39604687690735 0.36616706848145 0.3719379901886 0.38178610801697 0.39651203155518 0.38209199905396 0.38192415237427 0.3761510848999 0.37869215011597 0.37499213218689 0.37946915626526 0.38293385505676 0.401771068573 0.38766884803772 0.37513089179993 0.39977693557739 0.37677407264709 0.39347100257874
14 0.40106010437012 0.37669801712036 0.37648701667786 0.38436102867126 0.40292882919312 0.41055297851562 0.39914298057556 0.40207386016846 0.38734912872314 0.38754105567932 0.39242911338806 0.37269711494446 0.38695192337036 0.38026309013367 0.39853286743164 0.40234804153442 0.3921959400177 0.40565490722656 0.39547109603882 0.39962887763977 0.39430904388428 0.363116979599 0.38644599914551 0.38374996185303 0.39558982849121 0.39359998703003 0.40706396102905 0.37984991073608 0.39084601402283 0.39540505409241
15 0.39490294456482 0.39839220046997 0.40420293807983 0.42945504188538 0.3812198638916 0.39911484718323 0.39405298233032 0.40643882751465 0.40317893028259 0.38573503494263 0.38353610038757 0.38681387901306 0.39413809776306 0.40349698066711 0.39171695709229 0.39375615119934 0.40388488769531 0.39534306526184 0.39698100090027 0.38075590133667 0.38706707954407 0.39169096946716 0.40672492980957 0.38617014884949 0.38876700401306 0.4055540561676 0.3909330368042 0.39029598236084 0.38340497016907 0.38991689682007
16 0.39249801635742 0.41061520576477 0.37571716308594 0.38582706451416 0.39493298530579 0.38431096076965 0.39406895637512 0.39609313011169 0.39852786064148 0.39054799079895 0.39976716041565 0.41431403160095 0.38329219818115 0.38581585884094 0.40329098701477 0.37833905220032 0.39936399459839 0.40666198730469 0.38027000427246 0.40097808837891 0.37979292869568 0.38168692588806 0.38615798950195 0.40246295928955 0.3835768699646 0.4098048210144 0.39069414138794 0.39896392822266 0.38316988945007 0.41123390197754
17 0.3911030292511 0.39872193336487 0.40176701545715 0.40850305557251 0.37875699996948 0.39093399047852 0.40703892707825 0.40309596061707 0.39874005317688 0.39426589012146 0.37945914268494 0.40241885185242 0.38698101043701 0.40336203575134 0.40663886070251 0.3876428604126 0.3928439617157 0.40161395072937 0.38183403015137 0.39603614807129 0.3988790512085 0.39780306816101 0.38838815689087 0.39440393447876 0.37509107589722 0.38337087631226 0.38541102409363 0.41172504425049 0.38358402252197 0.3919689655304
18 0.38530111312866 0.39484095573425 0.39468002319336 0.40099501609802 0.40929007530212 0.42051386833191 0.41929507255554 0.39891004562378 0.39351296424866 0.41948699951172 0.40247988700867 0.39547109603882 0.39418506622314 0.40660214424133 0.41202116012573 0.40272212028503 0.39057993888855 0.39494681358337 0.39784812927246 0.42222905158997 0.42867112159729 0.40344500541687 0.4027361869812 0.38663101196289 0.39471292495728 0.4037070274353 0.40305089950562 0.42332911491394 0.41509103775024 0.41337704658508
19 0.39630103111267 0.41097092628479 0.41399598121643 0.4033899307251 0.3936550617218 0.41279220581055 0.42121410369873 0.39483499526978 0.41712808609009 0.39452910423279 0.42347407341003 0.41073489189148 0.41543006896973 0.43896007537842 0.42038488388062 0.40891790390015 0.40359902381897 0.41932201385498 0.38736796379089 0.41463494300842 0.40286898612976 0.41923594474792 0.39101719856262 0.41844296455383 0.40240716934204 0.41452193260193 0.42208385467529 0.4212429523468 0.3985550403595 0.43018293380737
